Terrorist_Organization,Min_Year,Max_Year,Min_Month,Max_Month,Min_Day,Max_Day,Number_Of_Attacks,Number_Of_Deaths
Shaykh Hassan Khalid Forces,1989,1989,6,6,22,22,1,0
National League for Democracy,1989,2010,2,7,7,17,2,2
Generation of Arab Fury,1989,1989,7,7,10,10,2,1
Revolutionary Movement of People in Arms,1989,1989,7,7,12,12,1,1
9 May People's Liberation Force,1989,1989,7,7,20,20,4,0
Catalan Militia,1989,1989,7,7,25,25,1,0
Rebel Socialists,1989,1989,7,7,26,26,1,0
Organization of Mujahadin of Islam,1989,1989,8,8,4,4,1,1
National Liberation Army (Ecuador),1989,2000,2,8,9,16,3,0
Americans for a Competent Federal Judicial System,1989,1989,8,12,16,21,4,2
Armed People's Units,1989,1989,8,8,23,23,1,0
Unidad Militar Bolivariana,1989,1989,8,8,25,25,1,0
Anti-Communist Vigilante Group,1989,1989,9,9,1,14,4,142
Surinamese Amerindians,1989,1989,9,9,1,1,2,1
All for the Fatherland Movement,1989,1989,9,9,9,9,1,0
Black Forest Command,1989,1989,9,9,9,9,1,0
Fighting Proletarian Front,1989,1989,9,9,11,11,1,0
Gracchus Babeuf,1989,1991,9,12,2,21,5,0
Cali Narcotics Cartel,1989,1991,9,9,17,27,2,2
Hamas (Islamic Resistance Movement),1989,2018,1,12,1,31,433,891
Cells for Solidarity Against Authority,1989,1989,9,9,21,21,1,0
Arnoldo Camu Command,1989,1989,9,9,26,26,1,0
Kurdish Democratic Party-Iran (KDP),1989,1990,4,10,17,30,4,15
Movement for the Supremacy of Reason,1989,1989,10,10,1,1,1,0
Popular Movement for the Liberation of Angola,1989,1996,4,12,3,28,9,54
National Liberation Union,1989,1989,10,10,12,12,2,0
Kashmiri extremists,1989,2002,1,12,1,31,77,249
The Unit of the Chemical Weapons Martyrs,1989,1989,10,10,17,17,1,6
Martyr Riyad Taha Group,1989,1989,10,10,19,19,1,0
Tucayana Amerindians,1989,1989,10,10,24,24,1,0
Tacayana Indians,1989,1989,10,10,24,24,1,0
Flying Eagles (Vigilante Group),1989,1989,10,10,25,25,1,24
France's Honour,1989,1989,10,10,31,31,1,0
Pro-Pakistani extremists,1989,1999,10,11,7,18,3,0
Communist Party of India,1989,1989,11,11,21,21,1,1
Citizens Volunteer Force,1989,1989,11,11,21,21,1,3
Bougainville Revolutionary Army (BRA),1989,1997,1,12,1,30,27,45
Allah's Tigers,1989,1992,2,12,0,4,2,1
White Mercenaries,1989,1989,12,12,4,4,2,6
Anarchist Solidarity,1989,1989,12,12,6,6,2,0
Popular Militia (Colombia),1989,1992,2,12,6,28,15,5
June 16 Organization,1989,1989,12,12,6,6,1,0
Anti-feminist extremists,1989,1989,12,12,6,6,1,15
Struggle Against Misery and Exploitation of Peasants,1989,1989,12,12,11,11,2,2
Reform of the Armed Forces Movement,1989,1990,7,12,4,21,7,0
Survivors of Hama,1989,1989,12,12,16,16,1,0
Continuing Struggle,1989,1989,12,12,21,21,1,0
Democratic Revolutionary Party,1990,1997,1,11,2,30,12,10
Omar Torrijos Commando for Latin American Dignity,1990,1990,1,1,2,2,1,0
Nara Red Army,1990,1990,1,1,7,7,1,0
Manuel Gonzales Patriotic Front,1990,1990,1,5,2,13,2,0
Hizbul Mujahideen (HM),1990,2018,1,12,0,31,252,449
Seikijuku,1990,1991,1,3,1,18,3,0
Islamic Movement Organization,1990,1992,1,6,3,30,2,1
Organization for the oppresed in Egypt's Prisons,1990,1990,2,2,4,4,1,11
Seiji Kesha Kokuyukai,1990,1990,2,2,11,11,1,0
Resistance Movement of the Union of Revolt Workers,1990,1990,2,2,20,20,1,0
Dev Genc,1990,1990,2,2,20,20,1,0
Albanian Separatists,1990,2000,2,12,22,31,2,0
Mikhail Kaltezas Anarchist Organization,1990,1990,3,3,2,2,1,0
Rwenzururu Rebels,1990,1990,3,3,4,5,2,11
Turkish Islamic Commandos,1990,1990,3,3,7,7,1,2
Patriotic Liberation Front,1990,1990,3,6,9,25,5,0
Turkish Communist Party/Marxist (TKP-ML),1990,2015,1,12,3,27,30,19
Pakistani People's Party (PPP),1990,2017,2,12,3,28,9,6
Patriotic Resistance Army (ERP),1990,1990,3,3,15,15,1,0
God our Father Cult,1990,1990,3,3,23,23,1,5
Armenian nationalists,1990,1999,3,10,24,27,4,17
Armenian extremists,1990,2014,3,8,18,24,3,2
National Patriotic Front of Liberia (NPFL),1990,1996,1,12,5,29,16,196
Revolutionary Anti-Racist Action,1990,1991,3,11,13,26,3,0
Revolutionary Action Organization of the Arab Resistance Front,1990,1990,3,6,7,30,2,0
Revolutionary Worker Clandestine Union of the People Party (PROCUP),1990,1991,4,8,2,15,3,2
Mujahideen Kashmir,1990,1990,4,4,6,15,6,3
Palestinian Islamic Jihad (PIJ),1990,2018,1,12,1,31,176,249
Aum Shinri Kyo,1990,1995,1,6,4,30,8,21
Earth Night Action Group,1990,1990,4,4,22,22,1,0
Environmentalists,1990,2017,4,11,8,27,6,0
Islamic Front for the Liberation of Palestine (IFLP),1990,1990,4,4,28,28,1,0
Liberian Rebel Group,1990,1990,5,5,1,1,1,0
Islamic Struggle Front,1990,1990,5,5,4,4,1,0
Anti-Environmentalists,1990,1999,3,6,10,27,4,0
Do-or-Die Corps for the Abolition of Anti-Public Taxation Systems,1990,1990,5,5,11,11,1,0
14th of December Command,1990,1990,5,5,14,14,3,0
20 December Movement (M-20),1990,1992,1,12,1,29,15,1
Islamic Jihad Beit-al Maqdis Group,1990,1990,5,5,21,21,1,0
Nazi Boerestat Party,1990,1990,5,5,23,23,1,0
Casamance Separatists,1990,1990,5,5,26,26,1,1
Chondaehyop (Radical Student Coalition),1990,1990,5,5,26,26,1,0
Milicias Rodriguistas,1990,1990,5,5,27,28,4,0
Armenian militants,1990,1992,3,8,9,28,4,23
Muttahida Qami Movement (MQM),1990,2018,1,12,1,31,175,233
Revolutionary Labor Organization,1990,1990,6,6,6,6,1,0
December 13 Independent Group,1990,1990,6,6,7,7,3,0
Azania People's Organization (AZAPO),1990,1994,1,12,7,28,5,12
Muslim Janbaz Force,1990,1991,3,6,19,31,3,4
Cleansing Hand (La Mano Que Limpia),1990,1990,6,6,21,21,1,2
Dawn Forces,1990,1990,6,6,23,23,1,2
Ultra Conservative Clerical Group,1990,1990,6,6,23,23,1,0
Islamic Legion,1990,1990,6,6,29,29,1,14
Popular Rage,1990,1990,7,7,1,2,4,0
White Liberation Army,1990,1990,7,7,6,6,1,0
Civil Cooperation Bureau,1990,1990,7,7,9,9,1,0
Resistance Movement,1990,1990,7,7,10,10,1,0
United Somali Congress,1990,1992,5,12,16,28,3,2
Pakistani trained terrorists,1990,1990,7,7,30,30,1,12
Anti-Monarchists,1990,1992,4,7,6,31,7,0
Mozambique Rightest Rebels,1990,1990,8,8,8,8,1,4
Black Tigers,1990,1990,8,8,19,19,1,1
Armenian paramilitary group,1990,1990,8,8,22,22,1,1
Orde Boerevoik,1990,1990,9,9,2,2,1,0
Colombian Revolution,1990,1990,9,9,6,6,1,6
Zulu Militants,1990,1990,9,9,10,10,1,21
Revolutionary Flames,1990,1990,9,9,26,26,1,0
Nestor Paz Zamora Commission (CNPZ),1990,1990,10,12,10,11,3,1
Cyprus Turkish People's Movement,1990,1991,8,10,15,16,7,0
Eva Peron Organization,1990,1990,10,10,17,22,2,0
Ba'adi (on my own behalf),1990,1990,10,10,23,23,1,1
Hubay Qah Group,1990,1990,10,10,30,30,1,0
Communist Warrior's Union,1990,1990,10,10,30,30,1,0
Justice and Liberty Warriors,1990,1990,11,11,10,10,1,0
First May Movement,1990,1990,11,11,16,16,1,2
Free Papua Movement (OPM-Organisasi Papua Merdeka),1990,2018,1,12,1,31,56,90
Sinhalese Militants,1990,1995,6,12,2,26,4,10
Resistenza,1990,1996,1,12,1,31,73,0
Bangladesh Nationalist Party (BNP),1990,2018,1,12,2,31,85,14
Sipah-e-Sahaba/Pakistan (SSP),1990,2006,2,12,2,30,18,61
Organization for Zionist Retribution,1990,1990,12,12,27,27,1,0
Corsican National Liberation Front- Historic Channel,1991,1999,1,12,0,31,128,0
Committee for Direct Action Against War,1991,1991,1,1,16,16,2,0
Palestinian support group,1991,1991,1,1,18,18,1,0
Inkotanyi,1991,1991,2,2,2,2,2,0
Jamaat-E-Islami (Bangladesh),1991,2018,1,12,1,31,71,61
Panthic Committee,1991,1991,2,2,12,12,1,0
Avenge the Arab Nation,1991,1991,2,2,13,13,1,0
Islamic Revolutionary Command,1991,1991,2,2,14,14,1,0
Christian Liberation Army,1991,1991,2,2,14,23,2,0
Tuareg extremists,1991,2016,1,12,2,30,41,134
Tontons Macoutes,1991,1991,2,5,7,18,3,2
Islamic Brotherhood,1991,1991,2,2,21,21,1,0
Former Border Policeman,1991,1991,2,2,23,23,1,0
Venceremos,1991,1991,2,2,27,27,1,0
Elements Police Cobra Squadron,1991,1991,3,3,9,9,1,4
Palestinian Extremists,1991,2018,1,12,1,31,506,284
Dacoits,1991,1995,2,11,2,30,18,81
Mong Thai Army (MTA),1991,1995,3,5,13,24,2,13
Turkish Communist Workers Party,1991,1992,3,5,5,26,3,2
Katsina Muslim Society,1991,1991,3,3,28,28,1,0
Thomas Muenzer Wild Band,1991,1991,3,3,29,29,1,0
Communist Guerilla Nuclei,1991,1991,3,3,31,31,1,0
Landless Peasants' Movement (MST),1991,1997,4,11,8,22,7,5
Recontras,1991,1997,1,12,1,31,61,74
Hindu extremists,1991,2018,2,12,5,31,21,43
Armed Falange,1991,1992,1,8,3,30,6,0
Somali Patriotic Movement,1991,1991,5,5,10,10,1,0
Al-Gama'at al-Islamiyya (IG),1991,1998,1,12,1,31,259,492
Tuareg Guerrillas,1991,2007,1,12,1,30,17,50
Serbs,1991,1997,1,9,8,31,4,2
Serbian rebels,1991,1991,6,6,8,10,2,1
People's Information Group,1991,1991,6,6,18,18,1,0
Miguel d'Escoto Brockman Community Movement,1991,1991,6,6,19,19,1,0
Al-Umar Mujahideen,1991,2016,2,12,2,25,11,25
Jorge Martinez Association of Combatants,1991,1991,6,6,20,20,1,0
Cubans seeking escape from Cuba,1991,1991,6,6,21,21,1,0
Allende Lives Commando,1991,1991,6,6,26,26,1,0
Achwan-I-Mushbani,1991,1991,6,6,27,27,1,1
Venezuela Cartel,1991,1991,6,6,28,28,1,23
Ikhwan-ul-Muslimeen,1991,1992,1,9,3,28,3,0
Kurdish Dissidents,1991,1991,7,7,0,16,10,0
Kurdish Peshmerga Guerrillas,1991,1991,7,7,3,3,1,1
Autonomous Manuel Rodriguez Patriotic Front,1991,1991,7,7,4,5,3,0
Tupac Katari Guerrilla Army (EGTK),1991,1992,1,12,1,29,21,5
Popular Liberation Army (Puerto Rico),1991,1991,7,7,6,6,1,0
Popular Revolutionary Commandos,1991,1991,7,7,7,7,2,0
Bangladesh Communist Party,1991,1991,7,7,7,7,1,3
Nahzat e Eslami,1991,1991,7,7,7,7,1,0
Ittehad-i-Islami,1991,1994,3,7,4,9,2,0
Serbian extremists,1991,1999,6,7,11,28,9,184
Islamic Salvation Front (FIS),1991,1994,1,12,1,31,153,211
Kurdish Sympathizers,1991,1992,7,10,13,13,5,0
People's Rebellion,1991,1991,7,7,14,14,1,0
Foibe tribe,1991,1991,7,7,15,15,1,12
Banya Tribe,1991,1991,7,7,15,15,1,7
May-36,1991,1991,7,7,17,17,1,0
"Taikosha, right wing group",1991,1991,7,7,22,22,1,0
Bedouin tribesmen,1991,2013,1,7,5,31,10,1
Kurdish Protestors,1991,1992,3,7,11,25,2,0
Israel Militant,1991,1991,7,7,25,25,1,0
Medellin Drug Cartel,1991,1992,3,9,11,26,3,19
Black Berets,1991,1991,7,8,19,31,3,7
Group for a Strong Revolutionary Movement,1991,1991,7,7,29,29,1,0
All Nepal Free Nationalist Students Union,1991,1991,7,7,29,29,1,0
Serbian guerrillas,1991,1992,3,9,2,31,17,35
Afghan Guerrillas,1991,1994,2,12,1,28,8,32
Organization for the Defense of Detainees Rights,1991,1991,8,8,7,7,1,0
Kurdish extremists,1991,2018,3,11,8,26,20,0
South Ossetian Extremists,1991,1991,8,8,9,9,1,0
Azerbaijan Guerrillas,1991,1992,3,11,5,27,8,65
Skinhead group,1991,1991,8,8,14,14,1,1
All India Anna Dravida Munetra Kazgan Party,1991,2009,5,8,11,16,3,9
Shonkonjuku Group,1991,1991,8,8,16,16,1,0
Mohajir National Movement,1991,1995,3,8,1,22,9,31
Temple Mount Faithful Movement,1991,1991,8,8,28,28,1,0
Communist Party of India- Marxist,1991,2018,1,10,3,30,10,3
Georgian Militants,1991,2001,5,9,6,22,3,36
Kashmiri Hezbollah,1991,1994,4,9,9,14,3,3
Karenni National Progressive Party,1991,2001,2,12,11,30,3,15
Mahaz-e-Milli Islami Afghanistan,1991,1991,9,9,23,23,1,2
Rebel Military Unit,1991,2000,9,12,2,30,7,158
Liberation Youth Coordinating Board,1991,1991,10,10,1,1,1,0
Guerrilla Movement of the Poor (MGP),1991,1991,10,10,4,4,1,0
People's Guerrilla Movement,1991,1991,10,10,7,7,1,0
Armed Gold Miners,1991,1991,10,10,7,7,1,0
Issa and Gurgura Liberation Front,1991,1991,10,10,10,10,1,100
Pathan Tribal Group,1991,1991,10,10,10,10,1,0
Action Group for the Destruction of the Police State,1991,1991,10,10,12,12,1,2
Iranian exiles,1991,1991,10,10,16,16,1,0
Pirates,1991,2008,3,11,2,29,11,27
Anti-Government Demonstrators,1991,1992,5,10,2,25,7,5
Turkish Islamic Jihad,1991,1991,10,10,28,28,2,1
All Burma Students' Democratic Front (ABSDF),1991,2009,3,10,26,28,5,1
Palestinian Liberation Command,1991,1991,10,10,30,30,1,0
Issui Kai,1991,1991,11,11,1,1,1,0
Al-Adl Wal Ihsane,1991,1996,2,11,1,13,5,3
Lashkari-e-Adam (Army of Adam),1991,1991,11,11,4,4,1,0
Free Fatherland Youth Guerrilla Army,1991,1991,11,11,5,5,1,0
Arakan Rohingy Islamic Front,1991,1991,11,11,10,10,1,8
Opposition Group,1991,2001,1,12,1,30,95,15
Amhara tribal group,1991,1991,11,11,14,14,1,61
Student Demonstrators,1991,1995,2,11,14,28,4,1
Command for National Sovereignty,1991,1991,11,11,15,15,1,0
Movement for Triqui Unification and Struggle,1991,1991,11,11,18,18,1,4
Croatian Militia,1991,1991,11,11,19,19,1,41
Mafia,1991,1994,3,11,4,27,9,17
South Lebanon Army,1991,1991,11,11,21,21,1,0
Former members Central Investigation Office,1991,1991,11,11,25,25,1,0
Tutsi extremists,1991,2017,2,12,1,29,23,932
Tayeb Al-Afghani's Islamist Group,1991,1991,12,12,7,7,1,15
Anti-United States extremists,1991,2018,2,12,8,26,6,0
Russian Militia,1991,1991,12,12,13,13,1,0
Recompras,1991,1994,1,12,8,28,7,10
Front for the Restoration of Unity and Democracy,1991,1992,1,12,10,24,5,236
Movement for the Protection of Jerusalem,1991,1991,12,12,23,23,1,0
Nandi Tribe,1991,1992,3,12,10,28,4,0
Nordisk Rikspartiet (Nordic National Party),1991,1991,12,12,30,30,1,0
Turkish separatists (probably Kurds),1991,1991,12,12,30,30,2,0
Front of Resistance and National Liberation of Albanians,1991,1991,12,12,30,30,1,0
People's Liberation Force,1991,1991,12,12,31,31,1,0
Islamic Revenge Organization,1991,1992,3,12,7,31,2,1
Supporters Opposition Leader Etienne Tshisekedi,1992,1992,1,1,0,0,1,8
Najib Watan Party Faction,1992,1992,1,1,3,3,1,0
Actiefront Nationalistisch Nederland,1992,1992,1,1,4,21,2,0
Striking Minors Group,1992,1992,1,1,14,14,1,0
Hezbollah Palestine,1992,2001,1,8,4,14,3,5
Workers/Employees,1992,1995,1,12,3,26,8,4
Militant Moslem Pilgrims,1992,1992,1,1,20,20,1,0
Jamiat-e Islami-yi Afghanistan,1992,1994,1,5,1,22,3,5
Left wing student group,1992,1992,1,1,22,22,1,0
Islamic Golden Army,1992,1992,1,1,23,23,1,0
Muslim Youth,1992,1997,1,5,25,30,3,1
Libardo Moratoro Front,1992,1992,1,1,25,25,1,0
Revolutionary Security Apparatus,1992,1992,1,6,6,26,2,4
Hasmoneans (Jewish Settler Group),1992,1992,1,1,28,28,1,0
Federation of Students and Scholars of Cote d'Ivoire (FESCI),1992,2000,1,9,29,30,2,0
Zaghawa extremists,1992,2018,1,2,12,31,2,7
Free All Political Prisoners in Holland,1992,1992,2,2,2,2,1,0
Laiq Chanio Group of Dacoit Bandits,1992,1992,2,2,4,4,1,1
God's Oppressed Army,1992,1992,2,3,6,23,2,0
Popular Democratic Movement (MPD),1992,1992,2,2,7,7,1,0
Forum for the Restoration of Democracy-Kenya,1992,1997,2,12,8,29,2,1
Bangladesh National Socialist Party,1992,1992,2,2,10,10,1,0
Great Japan Patriotic Party,1992,1992,2,2,11,11,1,0
Yatama,1992,1992,2,11,17,19,2,2
Ivorian Popular Front,1992,1992,2,2,18,18,1,0
Effiat ethnic roup or Jbibio Peoples,1992,1992,2,2,19,19,1,80
Air and Azawak Liberation Front,1992,1992,2,9,15,19,3,3
Supporters of Ex-President Gamsakhurdial,1992,1992,2,8,6,21,10,5
Rwanda Patriotic Front (RPF),1992,1995,2,10,2,27,11,156
Comando Vermelho (Red Command),1992,1992,2,2,26,26,1,0
Kahane Chai,1992,1992,2,2,26,26,1,0
People's Guerrilla Front,1992,1992,3,3,2,2,1,8
Action Front Nationalist Librium,1992,1992,3,3,5,5,1,0
Hutu extremists,1992,2016,1,12,0,31,167,4102
Political Group,1992,1996,3,8,4,29,13,8
Azerbaijan Weapons Smugglers,1992,1992,3,3,10,10,1,0
Yich Telga,1992,1992,3,3,11,11,1,0
Dnestr Republic Separatists,1992,1992,3,3,15,15,2,0
Supporters of leftist Gana-Oikya Front,1992,1992,3,3,17,17,2,2
Turkish radicals,1992,2011,1,6,5,17,3,0
Cambodian guerrillas,1992,1992,3,3,18,18,1,2
National Front Security Service,1992,1992,3,3,19,19,1,0
Yokoku Seiwa-Kai,1992,1992,3,3,20,20,1,0
People's Revolutionary Organization,1992,1996,3,12,1,30,14,1
Shahin (Falcon),1992,1992,3,3,25,25,1,0
Former Govt. Troops,1992,1992,3,3,26,26,2,0
People's Fatherland Movement,1992,1992,3,3,29,29,8,0
Jharkhand Tribal Forces,1992,1992,3,9,17,29,2,0
United Liberation Movement for Democracy in Liberia (ULIMO),1992,1994,1,3,3,29,2,4
Militant Movement for Madagascan Socialism (MMSM),1992,1992,3,3,31,31,1,8
BZers,1992,1992,4,4,2,2,1,0
Basic People's Congresses,1992,1992,4,4,2,2,1,0
Baya Tribe,1992,1992,4,4,5,5,1,1
Anti-Iran Government Exiles,1992,1992,4,4,5,5,10,0
Anti-govt student groups,1992,1992,4,4,7,7,1,0
Party for the Liberation of the Hutu People (PALIPEHUTU),1992,2008,1,12,2,28,37,269
Sabaot tribesmen,1992,1992,4,4,12,12,1,40
Moslem Paramilitary Group,1992,1992,4,4,13,13,1,0
Association for the Enhancement of the Justice of the Great Japan,1992,1992,4,4,13,13,1,0
Russian separatists,1992,2014,4,7,3,13,2,1
Ethnic Russian Separatists,1992,1992,4,4,13,13,1,0
Oromo Liberation Front,1992,2018,2,12,0,27,14,157
Sabaot Tribe,1992,1992,4,4,17,17,1,0
Dnester region guerrilas,1992,1992,4,4,18,18,1,5
Harakat-i-Inqilahi-i-Islami,1992,1992,4,4,21,21,1,1
Central University students,1992,1992,4,4,23,23,1,0
"Militant Islamic Group, name not stated",1992,1992,4,4,27,27,1,1
Artigas Guard Commando,1992,1992,4,4,29,29,1,0
Red Dawn Front (Frente Amanecer Rojo),1992,1992,4,5,7,30,2,0
Juan Antonio Lavalleja Command,1992,1992,5,5,1,1,1,0
Kolla Benjo Cruz Command,1992,1992,5,10,5,12,2,0
Unemployed Persons,1992,1992,5,7,5,22,6,0
Hamawand Tribe,1992,1992,5,5,5,5,1,14
Anti-government rioters,1992,1992,5,5,6,6,1,30
National Republican Movement for Democracy and Development (MRND),1992,1992,5,5,7,7,1,0
Left-Wing Demonstrators,1992,1995,3,7,8,17,5,0
Jamaat-E-Islami (India/Pakistan),1992,2011,1,11,4,27,10,7
Sindhi nationalists,1992,1992,5,5,9,9,3,6
Youth for Revolution,1992,1992,5,5,10,10,1,0
Bodyguards of Muslim Warlord Governor Tupay Loong,1992,1992,5,5,11,11,1,3
Burmese refugees,1992,1992,5,5,14,14,1,1
Latvian Republic Volunteer Troops,1992,1992,5,5,14,14,1,0
Lithuanian Land Guard,1992,1992,5,5,15,15,1,0
Manuel Ascencio Padilla Group,1992,1992,5,5,16,16,1,0
United People's Front,1992,1992,5,5,17,17,1,0
National Democratic Front of Liberia,1992,1992,5,5,17,17,1,0
Katap Ethic Group,1992,1992,5,5,17,17,1,10
Hauso Ethnic Group,1992,1992,5,5,17,17,1,13
Serbian irregulars,1992,1992,5,6,2,18,2,0
Hill Students Council,1992,1992,5,5,19,19,1,0
Smugglers and Elephant Poachers,1992,1992,5,5,20,20,1,5
Chilean Committee of Support for the Peruvian Revolution,1992,1992,5,5,21,21,1,0
Mob,1992,1996,4,11,9,29,4,0
Igbo tribal group,1992,1992,5,5,21,21,1,0
Islamic Party of Kenya (IPK),1992,1992,5,10,11,25,3,0
Heroes of Canto Grande,1992,1992,5,5,26,26,1,0
Settlers at Kfar Darom,1992,1992,5,5,27,27,3,0
Albanian exiles,1992,1992,5,5,29,29,1,0
"Supporters, House Speaker Ramon Mitra",1992,1992,5,5,30,30,1,1
Basque extremists,1992,2006,3,6,14,31,10,0
Hezb-e Wahdat-e Islami-yi Afghanistan,1992,1992,6,12,2,18,5,5
Algerian Mujahideen for Muslims,1992,1992,6,6,6,6,1,0
Likud Political Party,1992,1996,5,6,10,31,3,0
Agudat Israel Party,1992,1992,6,6,10,10,1,0
Muslim Demonstrators,1992,1992,6,12,7,12,5,3
Aidid Militia,1992,1992,6,6,13,13,1,0
French National,1992,1992,6,6,16,16,1,1
Communist Trade Union Workers,1992,1992,6,6,16,16,1,1
Islam Liberation Front,1992,1994,1,6,7,21,2,2
Rebels backing deposed Pres. Zviad Gamsakhurdia,1992,1992,6,6,24,24,1,0
Local Residents,1992,1992,6,6,24,24,1,6
Bangladesh Road Transport Workers Federation,1992,1992,6,7,2,25,2,0
Comando Independiente Revolucionario,1992,1992,6,6,25,25,1,0
Tribal Group,1992,2009,1,12,2,30,44,89
Black Malian Group,1992,1992,7,7,6,6,1,4
Opposition movement of Colon Province Unemployed,1992,1992,7,7,7,7,1,1
Bandits,1992,2002,3,11,2,30,12,30
Soskan tribe,1992,1992,7,7,13,13,1,11
Kaitseliit Paramiltary Group,1992,1992,7,7,14,14,1,0
Committee for the Elimination of Killer Collaborators,1992,1992,7,7,18,18,1,1
Servants of Islam Organization,1992,1992,7,7,19,19,1,0
Dnestr Rebels,1992,1992,7,7,22,22,1,2
Jarrai,1992,1999,4,7,23,30,2,0
Sovereign Panama Patriotic Front,1992,1992,7,7,29,29,1,0
Turkish Hezbollah,1992,2001,1,10,4,24,6,9
Georgian extremists,1992,1999,3,8,2,13,4,1
Georgian guerrillas,1992,1992,8,8,8,8,1,0
Hungarian Skin Head Group,1992,1992,8,8,8,8,1,0
Togolese Peoples Rally,1992,1992,8,8,9,9,1,0
Committee for a National Drive for Peace and Democracy,1992,1992,8,8,17,17,1,18
Khmer Bandits,1992,1992,8,8,18,18,1,0
Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),1992,2017,2,9,2,20,4,6
Japan National Youth Alliance,1992,1992,8,8,25,25,1,0
Union of Young Kurdish Revolutionaries,1992,1992,8,8,26,26,1,0
Faqra Tribal Group,1992,1992,8,8,26,26,1,12
Kurdish demonstrators,1992,1992,8,8,27,27,1,0
Somali Gang,1992,1992,8,8,28,28,1,3
Chinese Pirates,1992,1992,8,8,29,29,1,0
Rohingya Solidarity Organization,1992,2014,5,11,5,31,3,5
Protesters,1992,1997,1,8,8,31,7,4
Dissident Military Mmbrs of Northern Tribal Group,1992,1992,9,9,2,2,1,150
War Veterans,1992,1992,9,9,2,2,1,0
Forbid the Evil Group (Muslim Extremists),1992,1992,9,9,7,7,3,0
Khasi Students Union,1992,2017,5,11,7,27,12,3
Panama Defense Force,1992,1992,9,9,18,18,3,0
Abkhazian Separatists,1992,2008,7,12,2,19,5,58
Boz-Ok (Grey Arrow),1992,1992,9,9,21,21,1,1
Somali National Alliance,1992,1994,7,9,23,25,2,0
Revolutionary Bolivariano Movement 200,1992,1992,9,9,23,23,1,0
Congress of Kabardian People,1992,1992,9,9,26,26,1,0
Polish Skinheads,1992,1992,10,10,1,1,1,1
Fuerzas Populares Jose Leonardo Chirinos,1992,1992,10,10,2,2,1,0
Anti Kurdish Workers Party Iraq nationals,1992,1992,10,10,3,3,1,60
All Tripura Tiger Force (ATTF),1992,2017,2,12,3,25,14,95
Grupo Libertad,1992,1992,10,10,7,7,1,0
Supreme Council for Islamic Revolution in Iraq (SCIRI),1992,2005,4,10,5,28,8,31
Red Commandos,1992,1992,10,10,9,9,1,1
National Liberation Front of Tripura (NLFT),1992,2014,1,12,1,31,65,259
October 11 Group,1992,1992,10,10,11,11,1,0
Armed Islamic Movement,1992,1992,10,10,12,12,1,2
Punitive Leftist Front,1992,1992,10,12,1,23,5,1
National Democratic Front of Bodoland (NDFB),1992,2017,1,12,0,31,173,514
Chechen Rebels,1992,2016,1,12,1,31,318,1640
Demonstration led by French Anti-Nazi Hunters,1992,1992,10,10,19,19,1,0
Nucleus of Fighting Communists,1992,1992,10,10,19,19,1,0
Dioulas tribal group,1992,1992,10,10,20,20,1,4
Jose Benito Escobar Workers Federation,1992,1992,10,10,23,23,1,0
Moro National Liberation Front Splinter group,1992,1992,10,10,25,25,1,1
Ingush Rebels,1992,2014,6,10,6,30,4,10
Guajajara Tribe,1992,1992,11,11,2,2,1,0
Bharatiya Janata Party,1992,2018,3,11,2,30,5,7
Asylum Seekers,1992,1992,11,11,5,5,1,0
Farighan,1992,1992,11,11,5,6,3,0
